post_id,created_time,content,content_length,hashtag_count,hashtags,media_type,media_url,permalink,username,topic_tag,hour_of_day,day_of_week,views,likes,replies,reposts,quotes,shares
17921416521198675,2025-11-30T10:29:27+0000,"홍콩 화재로 128명이 숨진 가운데, 필리핀 출신 가사 도우미가 생후 3개월된 아기를 끌어안고 현장에서 버텼다는 안타까운 소식이 전해졌다. 

29일, 홍콩 타이포의 웡 푹 코트에서 발생한 화재로 인해 도우미는 고용주 가족과 함께 갇힌 채로 수 시간 동안 연기와 열기를 막으며 아기를 지켰다. 결국 구조된 그는 현재 위중한 상태로 병원에서 치료 중이며, 아기는 안정된 상태라고 한다. 

화재로 인도네시아 출신 가사 도우미 7명이 희생된 것으로 확인되어 더욱 안타까움을 더하고 있다. 이 사고는 피해자와 그 가족들에게 깊은 슬픔을 안기고 있으며, 여전히 150명이 실종 상태에 있어 추가 희생이 우려된다. 

여러분은 이런 상황에 어떻게 대응했을 것 같아요? 

홍콩화재 #가사도우미 #안타까운소식 #사건사고 #인도네시아인권",405,4,#가사도우미 #안타까운소식 #사건사고 #인도네시아인권,IMAGE,https://scontent-fra3-2.cdninstagram.com/v/t51.82787-15/589446756_17910213540268953_790281664219789667_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=nJ_1_kgRTJwQ7kNvwHrs_pU&_nc_oc=Adnjbv3dBpoBhKm3SJ8jiG24SZ-s7GcWpP3Zto6aDSN9ZoiOpAnQ8NS0S9X10F0_U6g&_nc_zt=23&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_AfiPWweQ8Aya8qCs1m56R9rke8Zu7aw-GXt_1MwAfZlT2Q&oe=6931D92E,https://www.threads.com/@ye__bin04/post/DRrWKNMESL5,ye__bin04,홍콩화재,10,6,0,0,1,0,0,0
18064643900400632,2025-11-30T10:29:04+0000,"“동양화 교수에게 칭찬받은 미대생의 그림 실력, 이 정도면 진짜 미술 천재 아님?” 

한 미대생이 그린 동양화가 유명 교수의 눈에 띄었다고 해요. 교수는 “이런 작품을 그릴 수 있다니, 정말 대단하다”고 극찬을 했다는 소식이 전해졌습니다. 

학생은 “그냥 그린 것뿐인데 이렇게까지 주목받는 줄 몰랐다”며 겸손한 반응을 보였어요. 진짜 실력이 있으면 언젠가는 다 알아주네요! 

이 사건은 미대생들에게 큰 영감을 주고 있는데, 그들의 노력과 열정이 더욱 빛을 발할 수 있는 계기가 될 것 같아요. 

여러분은 이런 칭찬, 어떤 기분일 것 같음? 

미대생 #미술 #동양화 #칭찬 #예술",328,4,#미술 #동양화 #칭찬 #예술,IMAGE,https://scontent-fra3-1.cdninstagram.com/v/t51.82787-15/590415192_17910213510268953_384520214880657041_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=ExLuUsFuTeAQ7kNvwEWZlY7&_nc_oc=AdkPWmjZ92uMTK9qOB3Xx-Ob0wtRyJoiSmAoDafqEGSOGtxIXlMicI8hBVTI-nfEsN4&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_AfgZJQgFVvTFaIfm9iCMAms2X8Sawuv_Wnzfo9TZr8RC0w&oe=6931D3DB,https://www.threads.com/@ye__bin04/post/DRrWHVgkU9F,ye__bin04,미대생,10,6,0,0,1,0,0,0
18139940494456296,2025-11-30T10:28:42+0000,"러브젤, 부부관계에 정말 필요할까? 🤔

많은 이들이 감정과 즐거움을 더해주는 러브젤을 부부관계에 활용하는 이유는 뭘까? 바로 부드러운 느낌과 함께 더 깊은 연결을 만들어주기 때문이야. 

적절한 러브젤을 선택하면 부부 간의 intimacy가 한층 더 올라갈 수 있는데, 특히 자연 성분이 가득한 제품들은 피부에 자극을 주지 않아 더욱 좋아. 

온라인에서도 많은 이들이 “덕분에 더 즐겁고 편안한 경험이 생겼다”고 입을 모으고 있어! 

여러분은 러브젤을 사용해본 적 있나요? 여러분의 경험은 어땠는지 궁금해! 

부부관계 #러브젤 # intimacy #연애이야기 #건강한관계",323,4,#러브젤 # #연애이야기 #건강한관계,IMAGE,https://scontent-fra5-1.cdninstagram.com/v/t51.82787-15/591141008_17910213459268953_7220200341738837451_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=vEBpbEl5TH8Q7kNvwHUeCIj&_nc_oc=AdlKKk9ZXBeh_oVJ1vuePNfVOcamM9natQNTIsdqeytODz_Ue-mvSuEYrSGTg08i0aY&_nc_zt=23&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_Afh_8IXL5RVAThWJq428gqmxx99Hp4LJ4of4Kb6t6-wtiA&oe=6931F24B,https://www.threads.com/@ye__bin04/post/DRrWEnkEULT,ye__bin04,부부관계,10,6,0,0,1,0,0,0
18101898181664185,2025-11-30T10:28:20+0000,"30대 중반이 넘어가면 연애하기가 왜 이렇게 힘들까? 이 나이에 연애를 시작하고자 하는 사람들의 고충이 정말 심각하다. 

주변 친구들은 다들 결혼을 하거나 안정된 직장에 다니기 바쁘고, 연애는 점점 더 먼 이야기처럼 느껴지기 마련이다. 

“내가 잘 못하는 건가?”라는 자책감도 늘 따라오기 마련이야. 나만 이런 고민을 하는 건지 의문이 드는 순간도 많더라. 

이런 상황에 대해 많은 사람들이 공감하는 만큼 온라인에서도 다양한 반응을 보이고 있어. 이걸 해결할 방법이 있을까? 

여러분은 30대 중반이 넘으면 연애에 대해 어떻게 생각해? 여러분이라면 어떤 방식으로 이 문제를 극복할 것 같음? 

연애고민 #30대연애 #사랑의문제 #오늘이슈 #인생고민",367,4,#30대연애 #사랑의문제 #오늘이슈 #인생고민,IMAGE,https://scontent-fra5-1.cdninstagram.com/v/t51.82787-15/589110018_17910213426268953_2653761012467935641_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=RrRFgLDFdxAQ7kNvwGl_xOQ&_nc_oc=AdllAPV6TNDitmtq-ojEI8pjuAflK4aYIe09hcYwIYexGnjZHitLoU1IL2b1jjqWd-E&_nc_zt=23&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_Afg1dhwzlP7uSg57T-Qi_MTWdQLDUEskUUuamB_1_ZbyaQ&oe=6931D5D1,https://www.threads.com/@ye__bin04/post/DRrWCEikb3_,ye__bin04,연애고민,10,6,0,0,1,0,0,0
18047484335455231,2025-11-30T10:28:00+0000,"이동국의 쌍둥이 딸, 이재아가 프로골퍼로 전향했다는 사실, 알고 있었어? 😲

전 축구선수 이동국의 딸이 골프 세계에 도전한다고 하니, 많은 이들이 놀라움을 금치 못하고 있어. 

그녀는 운동 신경이 뛰어난 것으로 유명했는데, 이제는 골프채를 들고 새로운 길을 걸어가려 한다고 해. 

이런 변화가 과연 어떤 결과를 낳을지, 팬들은 기대와 걱정이 교차하는 반응을 보이고 있어. 

여러분은 그녀의 프로 전향에 대해 어떻게 생각해? 

골프뉴스 #이동국딸 #프로골퍼 #스포츠이슈 #이재아",271,4,#이동국딸 #프로골퍼 #스포츠이슈 #이재아,IMAGE,https://scontent-fra5-2.cdninstagram.com/v/t51.82787-15/590415157_17910213399268953_2137583251860453336_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=SwtBJdC5l40Q7kNvwHDJMBv&_nc_oc=AdmoiI-0-xhL0wkgFalprsWsgdove5JQ0agdxH6PWR0_0dOj4MmrTRH2Z-_vDUwZLgI&_nc_zt=23&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_Afg1kvBMnhPGQ0WDL9-mBa5KxsojNTU_8dimO2NBlSfz5A&oe=69320A27,https://www.threads.com/@ye__bin04/post/DRrV_tKkfJg,ye__bin04,골프뉴스,10,6,0,0,1,0,0,0
18440160601097378,2025-11-30T10:27:41+0000,"아내와 찍은 사진에 분노한 추신수, 무슨 일이 있었던 걸까? 😳

최근 한 남자들과 찍은 아내의 사진이 논란을 일으키고 있다. SNS에 올라온 이 사진에서 아내는 남자들과 환하게 웃고 있는 모습이었다.

추신수는 이 상황에 큰 불만을 표출하며 “이건 선 넘은 거 아님?”이라고 반응했다. 누리꾼들 사이에서는 “이 정도면 이해할 수 있다”는 의견과 “너무 과하다”는 의견이 갈리고 있다.

이런 상황이 왜 문제인지, 정말 스포츠 스타가 이런 일로 화를 내는 게 적절한 걸까? 여러분은 어떻게 생각하시는지 궁금하다! 

추신수 #SNS논란 #연예이슈 #사람들이야기하는것들 #부부사이",323,4,#SNS논란 #연예이슈 #사람들이야기하는것들 #부부사이,IMAGE,https://scontent-fra3-1.cdninstagram.com/v/t51.82787-15/588202828_17910213366268953_4629632314998989825_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=4OUYClGXPA8Q7kNvwF6-rXf&_nc_oc=AdkjBEs7hA-n6a--92W6dAvVLVQLk92d0EXOk_8hKW4fBYZTcckJjvXncSGZZzh-4QU&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_AfjTfhzZBT-dtYg2lvc_2wh8LfBWWnRw8-pA4DPLIR1RTA&oe=6931EBA4,https://www.threads.com/@ye__bin04/post/DRrV9bfEXdb,ye__bin04,추신수,10,6,0,0,1,0,0,0
17889551283385681,2025-11-30T10:27:22+0000,"이서진이 딸뻘 신인 아이돌과 친한 이유, 알고 계셨나요? 충격적이게도, 그 사연은 팬들과의 끈끈한 유대 때문이라는데요. 

최근 이서진이 특정 아이돌과의 친분을 공개하며 화제가 되었습니다. 이서진은 “우리는 서로를 응원하는 사이예요”라고 밝혔죠. 

팬들은 “세대 차이를 넘어선 우정 대박!”이라며 응원의 메시지를 보내고 있습니다. 과연 이 두 사람의 관계가 어떤 모습으로 발전할지 기대가 되네요.

여러분은 이들의 우정을 어떻게 보나요? 나도 이런 관계를 원해! 

연예이슈 #아이돌친구 #우정 #이서진 #팬문화",287,4,#아이돌친구 #우정 #이서진 #팬문화,IMAGE,https://scontent-fra5-1.cdninstagram.com/v/t51.82787-15/589629890_17910213339268953_7444065097126073575_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=v7Mf7ciFY0EQ7kNvwEN5I3V&_nc_oc=Adnr8nVnHHHkwKgvPTS2Zd7qIcwrLBVBjrfhJ77v2KDxQLGtpr-E_8Q-LRxTok1Tp8c&_nc_zt=23&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_AfiaKrPXHyhceI92IciB3j_ihZ4PNxCWq5el47B4oOVbFg&oe=693202BF,https://www.threads.com/@ye__bin04/post/DRrV7BjEf5A,ye__bin04,연예이슈,10,6,0,0,1,0,0,0
17989281497906923,2025-11-30T10:26:59+0000,"2025년 중앙일보 대학순위 발표, 여러분은 어떤 대학이 상위권인지 궁금하셨죠? 

입결 순위와 실제 순위가 어떻게 다를지 흥미롭습니다. 과연 어떤 대학이 진정으로 '명문'인지 이 순위를 통해 알아볼 수 있을까요? 

각 대학의 입결과 순위는 학생들에게 큰 영향을 미치니까요. 많은 누리꾼들이 ""원하는 대학에 가기 위해 무엇을 준비해야 할까?""라며 고민하는 모습이 보이네요. 

대학 선택, 여러분은 어떻게 생각하시나요? 실제로 이 순위에 따라 결정할 것인가요?

대학순위 #입결 #교육이슈 #2025대학순위 #학생고민",290,4,#입결 #교육이슈 #2025대학순위 #학생고민,IMAGE,https://scontent-fra3-2.cdninstagram.com/v/t51.82787-15/589794867_17910213306268953_7136647290979462122_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=-cOybXEq2OwQ7kNvwELpdW7&_nc_oc=AdmghuNvmtgmUIhlHgoXk_e0jmJxfNSN5vJmT4Gx-xmy14fuTvmHVFzAjb3VvdoZzlo&_nc_zt=23&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_AfhudFxS75v1VsHAo7QP4H9W70g59ubCiHuaJXzTvm6Jww&oe=6931FE16,https://www.threads.com/@ye__bin04/post/DRrV4L9ETYp,ye__bin04,대학순위,10,6,0,0,1,0,0,0
18058339700288853,2025-11-30T10:26:38+0000,"“하루에 300만원 벌 수 있는 직업, 그런데 그 실체는?”

한 병원에서 일하는 청소부가 성인 방송을 통해 놀라운 수익을 올리고 있다는 사실에 많은 이들이 충격을 받았다. 4남매의 엄마인 그녀는 “밤에 성인방송을 촬영해 하루에 300만원을 벌었다”라고 밝혔다.

이 소식은 온라인에서 뜨거운 반응을 일으키며, 사람들은 그녀의 선택에 대한 다양한 의견을 쏟아내고 있다. 특히 아이를 키우며 힘든 상황에서의 경제적 선택에 대해 공감하는 이들도 많다.

이런 상황, 여러분은 어떻게 생각함? 이게 과연 정당한 방법일까?

사회이슈 #성인방송 #경제적선택 #청소부이야기 #오늘이슈",321,4,#성인방송 #경제적선택 #청소부이야기 #오늘이슈,IMAGE,https://scontent-fra3-1.cdninstagram.com/v/t51.82787-15/588241265_17910213276268953_740041740145228290_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=523Tj-I0Z7AQ7kNvwHtdGzs&_nc_oc=AdlJnlme_heq_IksSPFxbVxeZ8GA0QJVIQHGBq6b4z1xJr6zCIO2JyU8_-5RMxYpOwM&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_Afgl8zROlzaSszpDfxjPio6XpnXFkFf8beUUvO7tq6ecCg&oe=6931DF77,https://www.threads.com/@ye__bin04/post/DRrV1mKEbz0,ye__bin04,사회이슈,10,6,0,0,1,0,0,0
18063179621212195,2025-11-30T10:26:16+0000,"감기약 선택할 때, 이거 꼭 알아야 해! 😷💊

겨울철 감기가 기승을 부리면서, 적절한 감기약 선택이 중요하다고 해. 감기는 수백 가지 바이러스에 의해 발생하는데, 주로 리노바이러스가 원인이라고 하니 주의가 필요해. 

콜록콜록 기침, 콧물, 인후통 등 증상에 따라 아세트아미노펜 같은 해열진통제를 선택하고, 코막힘이 심할 땐 슈도에페드린이 효과적이래. 하지만, 복합제 형태의 약은 부작용을 유발할 수 있으니 성분을 잘 살펴보고 선택해야 해.

최근에는 증상별로 특화된 감기약도 출시되고 있으니, 자신에게 맞는 약을 찾아보는 게 중요해!

여러분은 감기약 고를 때 어떤 점을 가장 중요하게 생각해? 🤔

감기약 #겨울철건강 #건강정보 #감기증상 #약물정보",366,4,#겨울철건강 #건강정보 #감기증상 #약물정보,IMAGE,https://scontent-fra3-1.cdninstagram.com/v/t51.82787-15/591143869_17910213165268953_1855199317733688920_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=vWX5pWD8-BoQ7kNvwF4TTOF&_nc_oc=AdnWCXbz1umvNB8ztWa_MLufNCTLvTVV5mpmAtaWd-45oZnc1xj8-mH0XCO33qIBlAU&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=ACx9VUEEAAAA&_nc_gid=q_zTdD8Ydk7MDUrfLWvwDA&oh=00_AfhpPZ97OXrWjKizbSPFtqYV7e7ZHo9o7EaWG0biUprhyg&oe=6931D9D0,https://www.threads.com/@ye__bin04/post/DRrVy8NEYje,ye__bin04,감기약,10,6,0,0,1,0,0,0
